group,concept
superordinate_explicit,animal
superordinate_explicit,body_parts
superordinate_explicit,clothes
superordinate_explicit,foods
superordinate_explicit,furnishing_fittings
superordinate_explicit,furniture
superordinate_explicit,hobbies
superordinate_explicit,housing_buildings
superordinate_explicit,kitchenware
superordinate_explicit,plants
superordinate_explicit,stationery
superordinate_explicit,vehicles
